comparator,endpoint,seed,real,comparison,difference
frozen_equal,scaffold_diversity,6106,0.9436173582515046,0.9425142135186355,0.001103144732869099
frozen_equal,scaffold_diversity,6107,0.9528182393920203,0.9374407582938389,0.015377481098181378
frozen_equal,scaffold_diversity,6108,0.9608709372041654,0.9297468354430379,0.031124101761127454
frozen_equal,scaffold_diversity,6109,0.9510645058786146,0.9529077117572693,-0.001843205878654719
frozen_equal,scaffold_diversity,6110,0.9458771092008914,0.9584522676815731,-0.012575158480681692
frozen_tuned,svm_activity_mean,6101,0.32280043607506087,0.27946898684914584,0.04333144922591503
frozen_tuned,svm_activity_mean,6102,0.300773742295454,0.28846464052689863,0.012309101768555375
frozen_tuned,svm_activity_mean,6103,0.29880716574861604,0.30398624774455946,-0.005179081995943413
frozen_tuned,svm_activity_mean,6104,0.30555026107993755,0.3031038404445094,0.0024464206354281592
frozen_tuned,svm_activity_mean,6105,0.31110538772441787,0.31262041303607224,-0.0015150253116543722
frozen_tuned,svm_activity_mean,6106,0.2988025093501646,0.28450828367013553,0.014294225680029082
frozen_tuned,svm_activity_mean,6107,0.3196181123627447,0.29624822529551226,0.02336988706723242
frozen_tuned,svm_activity_mean,6108,0.3216142061880001,0.3027111360528287,0.018903070135171396
frozen_tuned,svm_activity_mean,6109,0.3076733882389753,0.3087873845971824,-0.0011139963582071366
frozen_tuned,svm_activity_mean,6110,0.31955899553708694,0.29544988851024384,0.024109107026843102
frozen_tuned,mpn_probability_all_valid_mean,6101,0.5066507695517826,0.48132440260624276,0.025326366945539802
frozen_tuned,mpn_probability_all_valid_mean,6102,0.4999200236028868,0.4935564173867928,0.006363606216093998
frozen_tuned,mpn_probability_all_valid_mean,6103,0.4874675074750079,0.4928250991738953,-0.005357591698887387
frozen_tuned,mpn_probability_all_valid_mean,6104,0.4977524910529028,0.5079160027231031,-0.010163511670200298
frozen_tuned,mpn_probability_all_valid_mean,6105,0.4968780316896835,0.5017575561056281,-0.004879524415944636
frozen_tuned,mpn_probability_all_valid_mean,6106,0.5009348938702319,0.4781845055702649,0.02275038829996706
frozen_tuned,mpn_probability_all_valid_mean,6107,0.5217021190584131,0.5071208845784687,0.014581234479944416
frozen_tuned,mpn_probability_all_valid_mean,6108,0.5046628469434219,0.47781959950633823,0.02684324743708366
frozen_tuned,mpn_probability_all_valid_mean,6109,0.49358819334507376,0.4958417344885614,-0.0022535411434876362
frozen_tuned,mpn_probability_all_valid_mean,6110,0.511606063592745,0.5018904084439535,0.009715655148791469
frozen_tuned,mpn_probability_ad_mean,6101,0.46520492819289566,0.5007674671867481,-0.03556253899385248
frozen_tuned,mpn_probability_ad_mean,6102,0.47160112159670287,0.5028350154674928,-0.031233893870789897
frozen_tuned,mpn_probability_ad_mean,6103,0.4389928737883228,0.4470929518665798,-0.008100078078257023
frozen_tuned,mpn_probability_ad_mean,6104,0.43894830953861985,0.46758080325665174,-0.028632493718031893
frozen_tuned,mpn_probability_ad_mean,6105,0.4958306457607678,0.43335574627336526,0.062474899487402535
frozen_tuned,mpn_probability_ad_mean,6106,0.42826885797351666,0.4583200960138735,-0.030051238040356865
frozen_tuned,mpn_probability_ad_mean,6107,0.46299842128218155,0.46943253905724375,-0.006434117775062198
frozen_tuned,mpn_probability_ad_mean,6108,0.5161861617587448,0.45018397045512554,0.06600219130361923
frozen_tuned,mpn_probability_ad_mean,6109,0.47095260664171473,0.4892455101969692,-0.01829290355525448
frozen_tuned,mpn_probability_ad_mean,6110,0.46738333006471616,0.48096346617676317,-0.013580136112047003
frozen_tuned,ad_coverage,6101,0.04198473282442748,0.05414819506016466,-0.01216346223573718
frozen_tuned,ad_coverage,6102,0.053228346456692915,0.04026632847178187,0.012962017984911048
frozen_tuned,ad_coverage,6103,0.045368020304568525,0.04062202475404633,0.004745995550522193
frozen_tuned,ad_coverage,6104,0.05534471853257432,0.038570976920644956,0.016773741611929363
frozen_tuned,ad_coverage,6105,0.04292929292929293,0.045483259633607075,-0.0025539667043141465
frozen_tuned,ad_coverage,6106,0.055115616091225846,0.060778727445394115,-0.0056631113541682696
frozen_tuned,ad_coverage,6107,0.03673210892970234,0.04239164821259095,-0.0056595392828886065
